広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,CV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
1.84903E+15,251114/清水絢吾/スマプラ/箕輪＆3兆円/LP2-CR00048,広告セット ,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,TikTok広告-AI-LP2-CR00048,21901732,83752,15830752,363,44,722.81,0.3824,0.4334,43610.89,359789.82
1.85004E+15,251128/清水絢吾/スマプラ/著名人まとめ/LP1-CR00673,広告セット 20251108104919,251128 AI スマ AIまとめ(著名人)  LP1-CR00673,AI,TikTok広告-AI-LP1-CR00673,18618511,81488,15234014,383,64,818.22,0.4377,0.47,39775.49,238031.47
1.84939E+15,251121/清水絢吾/スマプラ/AIガチャ(ピクセル1)/LP1-CR00661,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,TikTok広告-AI-LP1-CR00661,12944957,43635,13974055,355,40,1079.5,0.3371,0.8136,39363.54,349351.38
1.84891E+15,251116/清水絢吾/スマプラ/AIガチャ/LP2-CR00071,広告セット ,11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071,AI,TikTok広告-AI-LP2-CR00071,10158278,39960,10058042,218,15,990.13,0.3934,0.5455,46137.81,670536.13
1.84884E+15,251114/清水絢吾/スマプラ/11月オファー強化/LP2-CR00032,広告セット ,1個の251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032をコピー,AI,TikTok広告-AI-LP2-CR00032,6868132,22248,7792186,89,9,1134.54,0.3239,0.4,87552.65,865798.44
1.84823E+15,251114/清水絢吾/スマプラ/ホリエモン_AI2/LP1-CR00646,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,TikTok広告-AI-LP1-CR00646,7038718,30601,7676472,135,10,1090.61,0.4348,0.4412,56862.76,767647.2
1.85165E+15,251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718,スマプラ,251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718,AI,TikTok広告-AI-LP1-CR00718,6019118,32105,6146560,234,33,1021.17,0.5334,0.7289,26267.35,186259.39
1.84839E+15,251114/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP1-CR00647,広告セット 20251108104919,1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー,AI,TikTok広告-AI-LP1-CR00647,5685917,19959,5898617,86,8,1037.41,0.351,0.4309,68588.57,737327.13
1.84982E+15,251114/清水絢吾/スマプラ AIまとめ_1004//LP2-CR00022,広告セット ,【1126_複製】010/03 AI スマ AIまとめ(1004休日強化)  LP2-CR00022,AI,TikTok広告-AI-LP2-CR00022,5861836,21274,5701544,93,8,972.65,0.3629,0.4372,61306.92,712693
1.85114E+15,251211/清水絢吾/スマプラ/箕輪＆3兆円/LP2-CR00141,1211＿複製,【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141,AI,TikTok広告-AI-LP2-CR00141,6340075,24668,3982958,181,14,628.22,0.3891,0.7337,22005.29,284497
1.84858E+15,251112/清水絢吾/1年後悔(クリーン化)/奇行_CTA/LP2-CR00067,広告セット ,251112 AI スマ 1年後悔  LP2-CR00064-66,AI,TikTok広告-AI-LP2-CR00067,3156954,12828,3475761,98,11,1100.99,0.4063,0.764,35466.95,315978.27
1.84992E+15,251127/清水絢吾/スマプラ/ヒカル/LP2-CR00132,広告セット ,251127 AI スマ AIまとめ(ヒカル)  LP2-CR00132,AI,TikTok広告-AI-LP2-CR00132,4483560,17908,3243755,47,8,723.48,0.3994,0.2625,69016.06,405469.38
1.84884E+15,251114/清水絢吾/スマプラ/SNSガチャ/LP2-CR00039,広告セット 20250902064213,251115/セン/SNSまとめ(ガチャ)/LP2-CR00036,SNS,TikTok広告-SNS-LP2-CR00039,3156559,12952,3074917,29,2,974.14,0.4103,0.2239,106031.62,1537458.5
1.85004E+15,251128/清水絢吾/1年後悔(クリーン化)/CTA/LP2-CR00137,広告セット ,251128 AI スマ 1年後悔  LP2-CR00137,AI,TikTok広告-AI-LP2-CR00137,2337456,10151,2888685,82,11,1235.82,0.4343,0.8078,35227.87,262607.73
1.84974E+15,広告名202251105/鈴木織大/ホリエモンCR/冒頭③/LP2-CR00040,1個の広告セットCR00040をコピー,251105/AI/タゲ/ホリエモンCR/LP2-CR00038-40,AI,TikTok広告-AI-LP2-CR00040,3829804,81289,2674354,55,5,698.3,2.1225,0.0677,48624.62,534870.8
1.85174E+15,251211/清水絢吾/スマプラ/箕輪＆3兆円/LP2-CR00141,1211＿複製,【複製_1217】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00170,AI,TikTok広告-AI-LP2-CR00141,4424798,16779,2188235,181,14,494.54,0.3792,1.0787,12089.7,156302.5
1.84984E+15,251126/清水絢吾/問題ないです_AI/ヒカル/LP2-CR00114,広告セット ,251126 AI スマ 問題ないです(ヒカル)  LP2-CR000114,AI,TikTok広告-AI-LP2-CR00114,2963583,19545,2170509,43,8,732.39,0.6595,0.22,50476.95,271313.63
1.85147E+15,251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158,1個のスマプラをコピー,251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158,Unknown,,5495841,16313,2103915,0,0,382.82,0.2968,0,0,0
1.85074E+15,251114/清水絢吾/スマプラ/箕輪＆3兆円_AI2/LP1-CR00684,251206 複製,1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー,AI,TikTok広告-AI-LP1-CR00684,3529764,13377,2071139,31,5,586.76,0.379,0.2317,66810.94,414227.8
1.84855E+15,251114/清水絢吾/スマプラ/開催決定まとめ/LP2-CR00013,広告セット 20250911021302,1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー,Unknown,,1549317,8098,1822268,0,0,1176.18,0.5227,0,0,0
1.85004E+15,251128/清水絢吾/スマプラ/二極化 1年後悔/LP1-CR00674,広告セット 20251108104919,251128 AI スマ AIまとめ(二極化 1年後悔)  LP2-CR00138,AI,TikTok広告-AI-LP1-CR00674,1771031,6377,1699939,17,1,959.86,0.3601,0.2666,99996.41,1699939
1.84984E+15,251127/清水絢吾/ヒカルさん→AI学ぶな/LP1-CR00669,251127 ノンタゲ,251127/AI/ヒカルさんCR/LP1-CR00667～CR00669,AI,TikTok広告-AI-LP1-CR00669,1616028,7271,1686386,24,3,1043.54,0.4499,0.3301,70266.08,562128.67
1.84921E+15,251119/甲原海人/年商30億社長の1日/⑧/LP2-CR00083,7個の広告セット をコピー,251119 AI スマ 年商30億企業の社長  LP2-CR00076-83,AI,TikTok広告-AI-LP2-CR00083,1283308,21192,1517781,52,3,1182.71,1.6514,0.2454,29188.1,505927
1.85092E+15,251126/清水絢吾/著名人冒頭/②③①/LP2-CR00120,②③①,251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140,AI,TikTok広告-AI-LP2-CR00120,932415,2793,1333927,45,2,1430.62,0.2995,1.6112,29642.82,666963.5
1.85003E+15,251128/清水絢吾/二極化/事業家/LP2-CR00135,事業家,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00135,1318294,5577,1293484,22,4,981.18,0.423,0.3945,58794.73,323371
1.85074E+15,251206/清水絢吾/スマプラ/ホリエモン_AI2/LP1-CR00685,251206 複製,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,TikTok広告-AI-LP1-CR00685,1788227,5950,1249661,27,2,698.83,0.3327,0.4538,46283.74,624830.5
1.84994E+15,251128/高橋海斗/ピザ→問題ないです（フォロワー100人）/LP1-CR00587,251128　ノンタゲ,251128 セン タゲ CR586～CR587　ピザ→問題ないです,SNS,TikTok広告-SNS-LP1-CR00587,714548,4797,1227800,34,3,1718.29,0.6713,0.7088,36111.76,409266.67
1.85092E+15,251126/清水絢吾/著名人冒頭/③②①/LP2-CR00122,③②①,251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140,AI,TikTok広告-AI-LP2-CR00122,1256766,4326,1046787,50,7,832.92,0.3442,1.1558,20935.74,149541
1.84883E+15,251114/清水絢吾/スマプラ/11月特典_AI2/LP1-CR00656,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,TikTok広告-AI-LP1-CR00656,740339,2990,1003169,0,0,1355.01,0.4039,0,0,0
1.85154E+15,251215/清水絢吾/はいそこまで(セミナー)//LP2-CR00159,LP2-CR00159,251215/清水絢吾/はいそこまで(セミナー)//LP2-CR00159,Unknown,,1242934,4606,913307,0,0,734.8,0.3706,0,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭1/-CR00082,広告セット 20251112012551,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,1004442,4003,866207,0,0,862.38,0.3985,0,0,0
1.84856E+15,251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭4/-251112/清水絢吾/これ間違えです(セミナー)/ホリエモン新冒頭4/-CR00077,2個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,936071,3764,864939,0,0,924.01,0.4021,0,0,0
1.84945E+15,251114/清水絢吾/スマプラ/11月特典/LP2-CR00035,広告セット ,1個の251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035をコピー,AI,TikTok広告-AI-LP2-CR00035,740580,2564,846146,1,1,1142.55,0.3462,0.039,846146,846146
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/権威_CTAあり_BGM1/LP2-CR00107,4個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,513055,4568,791097,0,0,1541.93,0.8904,0,0,0
1.85165E+15,251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045,スマプラ,251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045,SNS,TikTok広告-SNS-LP2-CR00045,2126992,7903,784644,28,0,368.9,0.3716,0.3543,28023,0
1.85165E+15,251216/清水絢吾/スマプラ/二極化・シーン・後悔/LP2-CR00169,スマプラ,251216/清水絢吾/スマプラ/二極化・シーン・後悔/LP2-CR00169,AI,TikTok広告-AI-LP2-CR00169,1376570,15834,782957,31,0,568.77,1.1503,0.1958,25256.68,0
1.84987E+15,251126/清水絢吾/著名人冒頭/③②①/LP2-CR00122,③②①,251126 AI スマ 著名人 冒頭連続  LP2-CR000123-131,AI,TikTok広告-AI-LP2-CR00122,850783,3725,755235,50,7,887.69,0.4378,1.3423,15104.7,107890.71
1.85165E+15,251216/清水絢吾/スマプラ/SNSガチャ/LP1-CR00594,スマプラ,251216/清水絢吾/スマプラ/SNSガチャ/LP1-CR00594,SNS,TikTok広告-SNS-LP1-CR00594,1103788,4662,724899,34,0,656.74,0.4224,0.7293,21320.56,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/権威_CTAなし_BGM2/LP2-CR00108,5個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,480767,3808,720109,0,0,1497.83,0.7921,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭4/LP2-CR00148,コピー4,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,368112,3339,690361,0,0,1875.41,0.9071,0,0,0
1.84987E+15,251126/清水絢吾/著名人冒頭/②③①/LP2-CR00120,②③①,251126 AI スマ 著名人 冒頭連続  LP2-CR000123-131,AI,TikTok広告-AI-LP2-CR00120,486591,1765,676248,45,2,1389.77,0.3627,2.5496,15027.73,338124
1.84982E+15,251126/清水絢吾/大学生の時の俺へ/LP1-CR00544,251126　ノンタゲ,251126 セン タゲ CR544　大学生の時の俺へ,SNS,TikTok広告-SNS-LP1-CR00544,366243,4068,666298,25,1,1819.28,1.1107,0.6146,26651.92,666298
1.84983E+15,251126/清水絢吾/AI学ぶな/林社長_冒頭①/LP2-CR00110,冒頭①,251126/AI/AI学ぶな (林社長)/LP2-CR00110-111,AI,TikTok広告-AI-LP2-CR00110,845484,46203,666042,12,1,787.76,5.4647,0.026,55503.5,666042
1.85193E+15,251215/清水絢吾/はいそこまで(セミナー)//LP2-CR00159,LP2-CR00159,1個の251215/清水絢吾/はいそこまで(セミナー)//LP2-CR00159をコピー,Unknown,,435758,2912,665096,0,0,1526.3,0.6683,0,0,0
1.85123E+15,251126/清水絢吾/著名人冒頭/②③①/LP2-CR00120,②③①,1個の251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140をコピー,AI,TikTok広告-AI-LP2-CR00120,376040,1351,640248,45,2,1702.61,0.3593,3.3309,14227.73,320124
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭2/LP2-CR00146,コピー2,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,239463,2105,638940,0,0,2668.22,0.8791,0,0,0
1.85063E+15,251205/清水絢吾/1年後悔 セミナー/咳き込み_CTA/LP2-CR00132,咳き込み_CTA/LP2-CR00132,251205/清水絢吾/1年後悔 セミナー/LP2-CR00132,Unknown,,679637,5642,623616,0,0,917.57,0.8301,0,0,0
1.85063E+15,251205/清水絢吾/おい会社員(クリーン)/一年後悔冒頭/LP2-CR00133,一年後悔冒頭/LP2-CR00133,251205/清水絢吾/おい会社員(クリーン)/LP2-CR00133,Unknown,,589043,4725,622776,0,0,1057.27,0.8021,0,0,0
1.84982E+15,251126/在中悠也/生意気なスタッフ_冒頭1_オファー1/LP1-CR00628,251126　ノンタゲ,251126 AI タゲ CR628　生意気なスタッフ,AI,TikTok広告-AI-LP1-CR00628,292108,2014,605544,23,1,2073.01,0.6895,1.142,26328,605544
1.84939E+15,251121/清水絢吾/スマプラ/新ダイジェスト/LP2-CR00123,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(新ダイジェスト)/LP2-CR00123,Unknown,,604513,2730,594074,0,0,982.73,0.4516,0,0,0
1.85058E+15,251204/清水絢吾/スマプラ/SNSガチャ2/LP2-CR00044,広告セット 20250902064213,251204/セン/SNSまとめ(ガチャ2)/LP2-CR00044,SNS,TikTok広告-SNS-LP2-CR00044,742707,3073,587370,17,1,790.85,0.4138,0.5532,34551.18,587370
1.84969E+15,251125/清水絢吾/新セミナーダイジェスト/キャンペーン_CTAなし_BGM2/LP2-LP00124,1個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,352217,2283,556290,0,0,1579.4,0.6482,0,0,0
1.84924E+15,251119/清水絢吾/新セミナーダイジェスト/トレンド_CTAなし_BGM1/LP2-CR00106,3個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,336972,2957,547218,0,0,1623.93,0.8775,0,0,0
1.85165E+15,251216/清水絢吾/これ間違いです/ホリエモン１/LP2-CR00162,冒頭①,251216/清水絢吾/これ間違いです/ホリエモン１/LP2-CR00162 163,Unknown,,1944452,10941,539812,0,0,277.62,0.5627,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/ＵＧＣ/-CR00048,4個の広告セットCR00045-55をコピー,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,242451,1558,521522,0,0,2151.04,0.6426,0,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭1/-CR00078,1個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,516428,4187,519398,0,0,1005.75,0.8108,0,0,0
1.84876E+15,251110/清水絢吾/シーン×問題ないです/冒頭③/LP2-CR00069,2個の広告セットCR00054をコピー,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,TikTok広告-AI-LP2-CR00069,481224,32505,510553,21,0,1060.95,6.7547,0.0646,24312.05,0
1.85123E+15,251126/清水絢吾/著名人冒頭/③②①/LP2-CR00122,③②①,1個の251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140をコピー,AI,TikTok広告-AI-LP2-CR00122,1337805,6083,488908,50,7,365.46,0.4547,0.822,9778.16,69844
1.85003E+15,251128/清水絢吾/二極化/起業/LP2-CR00134,起業,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00134,261267,1087,486231,10,0,1861.05,0.416,0.92,48623.1,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭6/LP2-CR00150,コピー6,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,315633,1817,477012,0,0,1511.29,0.5757,0,0,0
1.84923E+15,251119/清水絢吾/正直に答えてね/ChatGPTマネタイズ/LP2-CR00087,ChatGPT,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,TikTok広告-AI-LP2-CR00087,316723,1211,473001,10,1,1493.42,0.3824,0.8258,47300.1,473001
1.84858E+15,251112/清水絢吾/1年後悔(クリーン化)/なし/LP2-CR00064,広告セット ,251112 AI スマ 1年後悔  LP2-CR00064-66,AI,TikTok広告-AI-LP2-CR00064,633570,3037,467275,6,1,737.53,0.4793,0.1976,77879.17,467275
1.85003E+15,251128/清水絢吾/二極化/独立/LP2-CR00133,独立,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00133,359274,1151,454084,7,1,1263.89,0.3204,0.6082,64869.14,454084
1.85154E+15,251215/清水絢吾/ドキッとすることをいうやつ/BGMあり/LP2-CR00161,LP2-CR00161,251215/清水絢吾/ドキッとすることをいうやつ/LP2-CR00160 161,Unknown,,266388,2415,448714,0,0,1684.44,0.9066,0,0,0
1.84984E+15,251127/清水絢吾/ヒカルさん→問題ないです/LP1-CR00667,251127 ノンタゲ,251127/AI/ヒカルさんCR/LP1-CR00667～CR00669,AI,TikTok広告-AI-LP1-CR00667,419034,1505,448014,11,0,1069.16,0.3592,0.7309,40728.55,0
1.85154E+15,251215/清水絢吾/ドキッとすることをいうやつ/BGMなし/LP2-CR00160,LP2-CR00160,251215/清水絢吾/ドキッとすることをいうやつ/LP2-CR00160 161,Unknown,,1507066,4998,444353,0,0,294.85,0.3316,0,0,0
1.84987E+15,251126/清水絢吾/AI学ぶな/箕輪さん2/LP2-CR00126,箕輪さん②,251126 AI スマ 著名人 AI学ぶな  LP2-CR000123-131,AI,TikTok広告-AI-LP2-CR00126,389295,1400,442394,6,1,1136.4,0.3596,0.4286,73732.33,442394
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭7/LP2-CR00151,コピー7,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,282513,3353,436730,0,0,1545.88,1.1868,0,0,0
1.84984E+15,251126/清水絢吾/新ダイジェスト_権威_新BGM＿LPテスト/LP2-CR00131,新ダイジェスト_権威_新BGM,251113/セミ/スマ/おい会社員 LPテスト用/LP1-CR00099,Unknown,,280187,1608,431585,0,0,1540.35,0.5739,0,0,0
1.84982E+15,251121/清水絢吾/スマプラ/SNSガチャ(ピクセル1) /LP1-CR00583,広告セット 20250829010409,【1126_複製】251121/セン/SNSまとめ/LP1-CR00583,SNS,TikTok広告-SNS-LP1-CR00583,554860,2687,394659,5,0,711.28,0.4843,0.1861,78931.8,0
1.85155E+15,251208/清水絢吾/新ダイジェスト/UGC2/LP2-CR000143,1個の143をコピー,251209/清水絢吾/新ダイジェスト/UGC/LP2-CR000142-143,Unknown,,245608,959,393939,0,0,1603.93,0.3905,0,0,0
1.85003E+15,251128/清水絢吾/二極化/フリーランス月7桁_1.25/LP2-CR00136,1.25,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00136,193711,1155,393623,15,0,2032.01,0.5962,1.2987,26241.53,0
1.85074E+15,251206/清水絢吾/スマプラ/ホリエモン関連/LP2-CR00139,251206 複製,251107 AI スマ AIまとめ(ホリエモン関連)  LP2-CR00047,AI,TikTok広告-AI-LP2-CR00139,759969,2415,384923,17,1,506.5,0.3178,0.7039,22642.53,384923
1.85122E+15,251211/清水絢吾/スマプラ/AIガチャ(ピクセル1)/LP1-CR00698,広告セット 20251108104919,251211 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00698,AI,TikTok広告-AI-LP1-CR00698,415627,1694,384391,11,0,924.85,0.4076,0.6494,34944.64,0
1.84939E+15,251121/清水絢吾/アルゴリズム破壊(2026)/TikTok変わる/LP2-CR00041,広告セット 20250902064213,251121/セン/アルゴリズム破壊(2026)/LP2-CR0004041,SNS,TikTok広告-SNS-LP2-CR00041,291845,1251,382761,3,0,1311.52,0.4287,0.2398,127587,0
1.85122E+15,251211/清水絢吾/箕輪さん/冒頭③_コピー6/LP2-CR00153,箕輪さん,251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161,AI,TikTok広告-AI-LP2-CR00153,428706,5846,381136,18,2,889.04,1.3636,0.3079,21174.22,190568
1.85114E+15,251211/清水絢吾/スマプラ/AIガチャ/LP2-CR000141,スマプラ,251211/清水絢吾/スマプラ/AIガチャ/LP2-CR000141,AI,TikTok広告-AI-LP2-CR000141,564726,10206,378931,0,0,671,1.8072,0,0,0
1.84939E+15,251121/清水絢吾/アルゴリズム破壊(2026)/インスタ変わる/LP2-CR00040,1個の広告セット 20250902064213をコピー,251121/セン/アルゴリズム破壊(2026)/LP2-CR0004041,SNS,TikTok広告-SNS-LP2-CR00040,260545,1063,377679,9,0,1449.57,0.408,0.8467,41964.33,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭5/LP2-CR00149,コピー5,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,227775,1827,374500,0,0,1644.17,0.8021,0,0,0
1.84939E+15,251121/清水絢吾/二極化(副業会社員)/強化/LP2-CR00093,副業 強化,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00093,243495,1111,369787,11,0,1518.66,0.4563,0.9901,33617,0
1.84982E+15,251126/清水絢吾/箕輪さん切り抜き①/LP1-CR00653,251126 ノンタゲ,251126/AI/箕輪さん切り抜き/LP1-CR00646～CR00651,AI,TikTok広告-AI-LP1-CR00653,212707,843,354451,7,1,1666.38,0.3963,0.8304,50635.86,354451
1.84993E+15,251128/清水絢吾/箕輪さん→3兆円企業/LP1-CR00671,251128　ノンタゲ,251128/AI/箕輪さん→3兆円企業/LP1-CR00671,AI,TikTok広告-AI-LP1-CR00671,194543,896,354221,4,0,1820.79,0.4606,0.4464,88555.25,0
1.85122E+15,251211/清水絢吾/ホリエモン/冒頭③_コピー5/LP2-CR00146,ホリエモン,251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161,AI,TikTok広告-AI-LP2-CR00146,373754,13028,344736,19,2,922.36,3.4857,0.1458,18144,172368
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭3/-CR00080,1個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,215581,1904,340871,0,0,1581.17,0.8832,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/権威/-CR00053,8個の広告セットCR00045-55をコピー,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,293692,1495,326376,0,0,1111.29,0.509,0,0,0
1.85122E+15,251211/清水絢吾/スマプラ/著名人まとめ/LP1-CR00696,広告セット 20251108104919,251211 AI スマ AIまとめ(著名人)  LP1-CR00696,AI,TikTok広告-AI-LP1-CR00696,1309764,4914,321888,7,1,245.76,0.3752,0.1425,45984,321888
1.85204E+15,251221/清水絢吾/二極化_教室Ver_フリーランス月7桁/LP1-CR00724,251221　ノンタゲ,251221/AI/二極化_教室Ver/LP1-CR00721～CR00726,AI,TikTok広告-AI-LP1-CR00724,298555,1557,312121,13,3,1045.44,0.5215,0.8349,24009.31,104040.33
1.85137E+15,251213/清水絢吾/二極化_強化_冒頭1/LP1-CR00702,251213　ノンタゲ,251213/AI/二極化_強化/LP1-CR00702～CR000707,AI,TikTok広告-AI-LP1-CR00702,102011,574,311752,14,1,3056.06,0.5627,2.439,22268,311752
1.8481E+15,251114/清水絢吾/スマプラ/ホリエモン関連/LP2-CR00047,広告セット ,251107 AI スマ AIまとめ(ホリエモン関連)  LP2-CR00047,AI,TikTok広告-AI-LP2-CR00047,410127,2183,311463,0,0,759.43,0.5323,0,0,0
1.85136E+15,251213/清水絢吾/二極化 セミナー/冒頭3/LP2-CR00154,154,251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152-157,Unknown,,693551,4578,308700,0,0,445.1,0.6601,0,0,0
1.85095E+15,251208/清水絢吾/新ダイジェスト/権威4/LP2-CR000137,権威4,251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141,Unknown,,299568,2415,305060,0,0,1018.33,0.8062,0,0,0
1.85165E+15,251216/清水絢吾/これ間違いです/ホリエモン３/LP2-CR00163,冒頭③,251216/清水絢吾/これ間違いです/ホリエモン１/LP2-CR00162 163,Unknown,,284189,1303,303128,0,0,1066.64,0.4585,0,0,0
1.85092E+15,251126/清水絢吾/著名人冒頭/①③②/LP2-CR00118,①③②,251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140,AI,TikTok広告-AI-LP2-CR00118,247583,980,298361,10,0,1205.09,0.3958,1.0204,29836.1,0
1.85204E+15,251221/清水絢吾/正直に答えてね_冒頭7/LP1-CR00733,251221　ノンタゲ,251221/AI/正直に答えてね/LP1-CR00727～CR00733,AI,TikTok広告-AI-LP1-CR00733,202588,1086,294886,9,2,1455.59,0.5361,0.8287,32765.11,147443
1.85204E+15,251221/清水絢吾/二極化_教室Ver_副業月7桁/LP1-CR00721,251221　ノンタゲ,251221/AI/二極化_教室Ver/LP1-CR00721～CR00726,AI,TikTok広告-AI-LP1-CR00721,142804,874,294070,21,4,2059.26,0.612,2.4027,14003.33,73517.5
1.8514E+15,251205/清水絢吾/おい会社員(クリーン)/一年後悔冒頭/LP2-CR00133,【CV地点】一年後悔冒頭/LP2-CR00133,251205/清水絢吾/おい会社員(クリーン)/LP2-CR00133,Unknown,,531741,1813,285649,0,0,537.2,0.341,0,0,0
1.85123E+15,251212/清水絢吾/おい会社員(クリーン)/冒頭1/LP2-CR00145,コピー1,251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151,Unknown,,146575,1848,278558,0,0,1900.45,1.2608,0,0,0
1.85139E+15,251213/清水絢吾/林社長_AI学ぶな/冒頭1/LP2-CR00162,162,251213/清水絢吾/林社長_AI学ぶな/LP2-CR00162-163,AI,TikTok広告-AI-LP2-CR00162,286555,15379,275905,18,1,962.83,5.3669,0.117,15328.06,275905
1.84987E+15,新冒頭③これ間違いです_dX2cMCH5.mp4,広告セット 20251108104919,251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646,AI,,291402,1402,270698,0,0,928.95,0.4811,0,0,0
1.851E+15,251209/高橋海斗/後悔書くアップ冒頭/LP1-CR00694,251209 ノンタゲ,251209/AI/後悔描く/LP1-CR00694～CR00695,AI,TikTok広告-AI-LP1-CR00694,242132,2632,269801,21,2,1114.27,1.087,0.7979,12847.67,134900.5
